epoch,train_total_loss,train_actor_loss,train_critic_loss,train_bc_loss,train_entropy,train_demo_training_reward,train_demo_excess_return,train_policy_excess_return,train_policy_excess_vs_equal_weight,train_policy_excess_vs_restricted_random,train_policy_excess_vs_markowitz,train_policy_training_reward,validation_demo_training_reward,validation_demo_excess_return,validation_policy_excess_return,validation_policy_excess_vs_equal_weight,validation_policy_excess_vs_restricted_random,validation_policy_training_reward,validation_policy_excess_vs_markowitz,validation_t_statistic,validation_p_value,best_epoch_so_far
1,0.8957847414536385,-0.3937660904392585,1.289550831892897,0.04511715169887009,-13.146744915743769,0.005208829417824745,0.00534863444045186,0.0004216534725856036,1.666885054874001e-06,3.6670991221399163e-07,-0.000622136052697897,0.0002818488865159452,0.005042322911322117,0.0046828072518110275,-0.0005062890704721212,-1.72300690337579e-06,3.660013680928387e-05,-0.00014677373110316694,0.002333372365683317,-2.768310040819078,0.9969690921927347,1.0
2,0.7009311037515896,-0.39862412905957695,1.0995552328111666,0.04511808704746479,-12.864044606144326,0.005208829417824745,0.00534863444045186,0.0004213945649098605,1.4079566881264327e-06,1.0778155967727798e-07,-0.000622395018581301,0.0002815899788402021,0.005042322911322117,0.0046828072518110275,-0.0005053241038694978,-7.580364922432636e-07,3.756510704988614e-05,-0.00014580876450054348,0.002334337215870619,-2.7630484519998353,0.9969213159768491,2.0
3,0.7348314897804761,-0.34987184429385226,1.0847033324804605,0.04512346831388118,-12.825868752842354,0.005208829417824745,0.00534863444045186,0.00041913133463822305,-8.552755161872483e-07,-2.155450602003839e-06,-0.0006246582488529384,0.0002793267194647342,0.005042322911322117,0.0046828072518110275,-0.0005048462771810591,-2.802379697186552e-07,3.8042904634494334e-05,-0.00014533096691593528,0.00233481521718204,-2.7601060272909845,0.9968943017200474,3.0
4,0.5259335258173052,-0.39396774615081237,0.9199012743476421,0.04512590149607355,-12.817106648242076,0.005208829417824745,0.00534863444045186,0.00042038591345772147,3.99309016074767e-07,-9.008661550069519e-07,-0.0006234036409296095,0.0002805813273880631,0.005042322911322117,0.0046828072518110275,-0.0005049993633292615,-4.3333537291800894e-07,3.7889807572355494e-05,-0.00014548406761605293,0.002334662014618516,-2.75988694702483,0.9968922817917064,3.0
5,0.5368883094020135,-0.28804086466008794,0.8249291755356775,0.04511716612638186,-12.817201014844969,0.005208829417824745,0.00534863444045186,0.0004204519500490278,4.653492737816123e-07,-8.34825925721816e-07,-0.0006233376334421337,0.0002806473639793694,0.005042322911322117,0.0046828072518110275,-0.0005053807981312275,-8.147570156324946e-07,3.750838732230477e-05,-0.00014586548786610365,0.002334280638024211,-2.7620063597285234,0.996911773021749,3.0
6,0.5560991303350562,-0.44200002136673144,0.9980991491756573,0.04512203517853913,-12.828773795896774,0.005208829417824745,0.00534863444045186,0.00042087442125193775,8.878145081325783e-07,-4.1236069137084996e-07,-0.0006229151622392237,0.00028106983518227935,0.005042322911322117,0.0046828072518110275,-0.0005054707289673388,-9.046447075888864e-07,3.741849650396034e-05,-0.00014595537504646927,0.0023341907653957605,-2.7614978694133026,0.9969071068028501,3.0
7,0.5549653564945359,-0.33647657929347335,0.8914419341039225,0.04511522965582781,-12.829076575463041,0.005208829417824745,0.00534863444045186,0.00042047552415169775,4.889265028396039e-07,-8.112486966638244e-07,-0.0006233140593394637,0.00028067093808203936,0.005042322911322117,0.0046828072518110275,-0.0005048609455116093,-2.948987969375594e-07,3.8028243579901755e-05,-0.00014534562069457024,0.00233480054885149,-2.7602166877025116,0.9968953215610964,3.0
8,0.5997038568425491,-0.3659223090146793,0.9656261616470113,0.04511255057064363,-12.818179051642701,0.005208829417824745,0.00534863444045186,0.00042004548595286906,5.888289322797391e-08,-1.2412922387738945e-06,-0.0006237440975382924,0.00028024089988321066,0.005042322911322117,0.0046828072518110275,-0.0005049587925896049,-3.9271770901905256e-07,3.793042560573667e-05,-0.00014544343866873533,0.0023347025271505117,-2.760364367335219,0.9968966820969614,3.0
9,0.6841097607020774,-0.34175103683284025,1.0258607910090811,0.04512339539442486,-12.857253378743962,0.005208829417824745,0.00534863444045186,0.0004210191254969686,1.0325256880605593e-06,-2.6764951144286897e-07,-0.0006227704579941928,0.00028121453942731023,0.005042322911322117,0.0046828072518110275,-0.0005074217915534973,-2.8557353743963176e-06,3.546740845195018e-05,-0.00014790646673645824,0.002332239644601941,-2.770850047152234,0.9969919145866379,3.0
10,0.6131293093701063,-0.35882776587690285,0.971957076931096,0.04512210494033263,-12.82969357098869,0.005208829417824745,0.00534863444045186,0.00042017936357297003,1.9276779994470417e-07,-1.1074073427153053e-06,-0.0006236102199181914,0.00028037477750331163,0.005042322911322117,0.0046828072518110275,-0.0005046446458436549,-7.859161144097015e-08,3.8244550523813814e-05,-0.0001451293210266158,0.0023350168485194445,-2.757794760276855,0.996872931720037,10.0
11,0.6062866813239127,-0.3475249087293261,0.9538115908952822,0.045119969228773135,-12.835920335786975,0.005208829417824745,0.00534863444045186,0.0004227161989547312,2.7296039206703426e-06,1.429428834853752e-06,-0.0006210733554325998,0.00028291161288507283,0.005042322911322117,0.0046828072518110275,-0.0005046749138273299,-1.0887461598940718e-07,3.821426798822358e-05,-0.00014515960356220603,0.0023349865805357695,-2.758415457273281,0.996878683732974,10.0
12,0.6095368248663324,-0.3646819488371898,0.9742187816127157,0.04510423714364573,-12.940916237508734,0.005208829417824745,0.00534863444045186,0.00042081301216967404,8.264054827122891e-07,-4.737697167911392e-07,-0.0006229765713214874,0.00028100842610001564,0.005042322911322117,0.0046828072518110275,-0.0005050486652180552,-4.826053441320255e-07,3.784053842537105e-05,-0.00014553332584910095,0.0023346126545220613,-2.7606166790256492,0.9968990053325044,10.0
13,0.5712606093717512,-0.26221416495349464,0.8334747767592776,0.045126655730151025,-12.857242919121212,0.005208829417824745,0.00534863444045186,0.00042056868551298976,5.82092582135374e-07,-7.180826173680543e-07,-0.0006232208688743412,0.00028076409944333136,0.005042322911322117,0.0046828072518110275,-0.0005058961105532944,-1.330048803538375e-06,3.699309309013188e-05,-0.00014638077118434012,0.002333765383809805,-2.761689235801144,0.996908863647187,10.0
14,0.526648975194523,-0.35677246035167837,0.8834214372302882,0.045109616353822164,-12.847026927921053,0.005208829417824745,0.00534863444045186,0.0004256257670931518,5.639164555759635e-06,4.338989583629882e-06,-0.0006181637872941792,0.0002858211810234934,0.005042322911322117,0.0046828072518110275,-0.0005047157756052911,-1.4973264228501648e-07,3.8173409848241135e-05,-0.00014520046534016728,0.0023349456023424864,-2.758568298322574,0.996880098643211,10.0
15,0.49760447801903684,-0.2928513905595458,0.7904558711047129,0.04513603760499045,-12.975014824198425,0.005208829417824745,0.00534863444045186,0.0004282612935639918,8.27470012154663e-06,6.974525149416877e-06,-0.0006155282608233392,0.0002884567074943334,0.005042322911322117,0.0046828072518110275,-0.0005042259581387043,3.4008294846898934e-07,3.8663227314827964e-05,-0.00014471064787358046,0.002335435478016734,-2.756308209699429,0.9968591167738233,15.0
16,0.4545942660417374,-0.3356784909933535,0.7902727550502743,0.04505270331210854,-12.905186743596728,0.005208829417824745,0.00534863444045186,0.000451596308266744,3.1609706638846546e-05,3.0309533030958846e-05,-0.0005921932752244174,0.0003117917221970856,0.005042322911322117,0.0046828072518110275,-0.0005028409068472683,1.7251699091502815e-06,4.0048311348073184e-05,-0.00014332555292639881,0.002336820587515831,-2.7500766006389887,0.9968006011481364,16.0
17,0.4587888408501141,-0.34771985525319843,0.8065086944192257,0.04511724185766173,-13.437988974131441,0.005208829417824745,0.00534863444045186,0.00043341435957700014,1.3427765225060284e-05,1.2127590707677882e-05,-0.0006103751948103309,0.00029360977350734174,0.005042322911322117,0.0046828072518110275,-0.0004968527937307954,7.71327358961571e-06,4.603641718858853e-05,-0.00013733745436184108,0.002342808526009321,-2.7022106912520267,0.9963171988478542,17.0
18,0.42105269456126254,-0.2929514252273394,0.7140041156686038,0.045103776587246645,-13.217266357029242,0.005208829417824745,0.00534863444045186,0.00043362638098187745,1.3639780263474677e-05,1.2339604836597573e-05,-0.000610163202509284,0.00029382179491221905,0.005042322911322117,0.0046828072518110275,-0.0005040240939706564,5.419696549324726e-07,3.886511331074871e-05,-0.0001445087546017021,0.002335637342184782,-2.7464412621430916,0.9967660107772951,17.0
19,0.39257536932269693,-0.331477181070628,0.7240525512353684,0.045110040563266764,-13.77851636907768,0.005208829417824745,0.00534863444045186,0.0004659328842535615,4.594627898768522e-05,4.464610537979752e-05,-0.0005778566701337695,0.0003261282981839031,0.005042322911322117,0.0046828072518110275,-0.0005045920261181891,-2.595686154904797e-08,3.829718480119482e-05,-0.0001450766867492348,0.0023350694682449102,-2.748991635533402,0.9967903128953886,17.0
20,0.3696228507549082,-0.2903359815643726,0.659958830635194,0.04490851294756778,-14.566526356186083,0.005208829417824745,0.00534863444045186,0.0004923964734189212,7.240990089485422e-05,7.110972364898771e-05,-0.0005513930809684098,0.0003525919164530933,0.005042322911322117,0.0046828072518110275,-0.0004882117791566998,1.635426451684907e-05,5.467740629683249e-05,-0.00012869646889157593,0.0023514495696872473,-2.634201702301801,0.9955168572248067,20.0
21,0.36705862006734524,-0.28978543584991534,0.6568440512860219,0.045125173921692144,-15.103717531614178,0.005208829417824745,0.00534863444045186,0.0004531224549282342,3.313585330033675e-05,3.183567605447024e-05,-0.0005906671285629272,0.0003133178688585758,0.005042322911322117,0.0046828072518110275,-0.0005052834749221802,-7.174187999225978e-07,3.7605725083267316e-05,-0.0001457681501051411,0.0023343779612332582,-2.741891246022675,0.9967222404408965,20.0
22,0.3437594032492094,-0.3255872047693289,0.6693466105446686,0.044845835716434496,-14.275560988186587,0.005208829417824745,0.00534863444045186,0.0006308290176093578,0.0002108424378093332,0.0002095422678394243,-0.0004129605367779732,0.0004910244606435299,0.005042322911322117,0.0046828072518110275,-0.0004898595507256687,1.4706484762427863e-05,5.302962745190598e-05,-0.00013034424046054482,0.002349801827222109,-2.6072890622804774,0.9951591970642311,20.0
23,0.3366750125687731,-0.33510495116323324,0.6717799645740498,0.04477279434801952,-14.853211077623723,0.005208829417824745,0.00534863444045186,0.0009082656470127404,0.0004882790381088853,0.00048697885358706117,-0.0001355239364784211,0.0007684610318392515,0.005042322911322117,0.0046828072518110275,-0.0006911730743013322,-0.00018660699424799532,-0.0001482838561059907,-0.00033165773493237793,0.0021484883036464453,-3.5747209606276544,0.9997892018756375,20.0
24,0.3524846978914124,-0.3276689921089426,0.6801536891583116,0.04460833151378377,-18.126490984627026,0.005208829417824745,0.00534863444045186,0.0014307864475995302,0.001010799896903336,0.001009499654173851,0.0003869968932121992,0.0012909818906337023,0.005042322911322117,0.0046828072518110275,-0.0009620615164749324,-0.00045749545097351074,-0.00041917231283150613,-0.0006025462062098086,0.001877599861472845,-3.5929658218147775,0.9998027456093457,20.0
25,0.33751971885847637,-0.4197211697111216,0.757240888569598,0.04446373858482518,-16.878501556234813,0.005208829417824745,0.00534863444045186,0.0016586135607212782,0.0012386271264404058,0.0012373268837109208,0.0006148240645416081,0.001518809120170772,0.005042322911322117,0.0046828072518110275,-0.0012307489523664117,-0.0007261828286573291,-0.0006878597196191549,-0.0008712335838936269,0.0016089124837890267,-3.882708491847115,0.9999336774580141,20.0
26,0.2894375086672732,-0.4279682309668432,0.717405738792073,0.0457165708425187,-19.079078476075328,0.005208829417824745,0.00534863444045186,0.002674052258953452,0.002254065591841936,0.002252765465527773,0.001630262704566121,0.0025342474691569805,0.005042322911322117,0.0046828072518110275,-0.0012032956583425403,-0.0006987296510487795,-0.0006604064838029444,-0.0008437803480774164,0.0016363657778128982,-3.299102407490216,0.9994435503968548,20.0
27,0.12790474683557582,-0.5975851333586407,0.7254898801942166,0.04970786929145591,-26.267502194817443,0.005208829417824745,0.00534863444045186,0.001848813146352768,0.0014288267120718956,0.0014275264693424106,0.0008050235919654369,0.0017090087058022618,0.005042322911322117,0.0046828072518110275,-0.00044050716678611934,6.405889143934473e-05,0.00010238202958134934,-8.099190017674118e-05,0.0023991542402654886,-1.14103169562015,0.8725190958049309,20.0
28,-0.0955315611797914,-0.7797198430921668,0.6841882819123755,0.05860800495301679,-28.967185708516542,0.005208829417824745,0.00534863444045186,0.0021448745392262936,0.0017248878721147776,0.0017235878622159362,0.0011010851012542844,0.0020050699822604656,0.005042322911322117,0.0046828072518110275,-0.004401735495775938,-0.0038971698377281427,-0.0038588468451052904,-0.004042220767587423,-0.001562074525281787,-6.3472825194698945,0.9999999994794649,20.0
29,-0.47134472858292303,-1.2619379927243521,0.7905932641414292,0.0701695894061256,-33.53328499279157,0.005208829417824745,0.00534863444045186,0.0019396025454625487,0.0015196158783510327,0.0015183156356215477,0.0008958128746598959,0.0017997979884967208,0.005042322911322117,0.0046828072518110275,-0.002866090042516589,-0.0023615239188075066,-0.0023232009261846542,-0.002506574848666787,-2.642865183588583e-05,-4.298466387878761,0.9999876178479943,20.0
30,-0.8199958827733753,-1.6280032950862264,0.8080074079221963,0.08221780819260148,-36.45118318436485,0.005208829417824745,0.00534863444045186,0.0011203127214685082,0.0007003260543569922,0.0006990258698351681,7.652310159755871e-05,0.0009805081645026803,0.005042322911322117,0.0046828072518110275,-0.003232631366699934,-0.002728065475821495,-0.002689742250367999,-0.0028731164056807756,-0.0003929700469598174,-3.075056629002976,0.9988294174224057,20.0
31,-1.2088491062583886,-2.0273215198131913,0.8184724068184553,0.08914044815163559,-37.77370894015377,0.005208829417824745,0.00534863444045186,0.0010551668237894773,0.0006351801566779613,0.0006338799721561372,1.1377209375496022e-05,0.0009153622086159885,0.005042322911322117,0.0046828072518110275,-0.00248900824226439,-0.0019844421185553074,-0.0019461190095171332,-0.002129493048414588,0.000350653164787218,-2.363082581662403,0.990550438997945,20.0
32,-1.449632289310998,-2.317539438349688,0.8679071513843825,0.08822899105781022,-39.664372148715884,0.005208829417824745,0.00534863444045186,0.0006365576409734786,0.0002165710466215387,0.00021527086209971458,-0.00040723191341385245,0.0004967531422153115,0.005042322911322117,0.0046828072518110275,-0.0018631030106917024,-0.0013585368869826198,-0.0013202137779444456,-0.0015035877004265785,0.0009765584254637361,-1.7857226425200303,0.9623145215591907,20.0
33,-1.7973744273787189,-2.555838256743553,0.7584638310489212,0.09020505450087046,-41.60347566498757,0.005208829417824745,0.00534863444045186,0.0010014672297984362,0.000581480679102242,0.0005801804945804179,-4.232230639900081e-05,0.0008616627310402691,0.005042322911322117,0.0046828072518110275,-0.0014893509214743972,-0.0009847847977653146,-0.0009464616887271404,-0.0011298353783786297,0.0013503105146810412,-1.4945943144935383,0.9318516066921003,20.0
34,-2.032121159835492,-2.9365964190870915,0.9044752804831226,0.09405258624963876,-42.15103555904508,0.005208829417824745,0.00534863444045186,0.0013174430932849646,0.0008974563679657876,0.0008961561834439635,0.00027365339337848127,0.0011776385363191366,0.005042322911322117,0.0046828072518110275,-0.0030956966802477837,-0.0025911307893693447,-0.0025528075639158487,-0.0027361814863979816,-0.00025603536050766706,-2.8428307163246154,0.9975772919712396,20.0
35,-2.032729549316537,-3.180821989908228,1.1480924506962118,0.09290840459459364,-42.871869946584695,0.005208829417824745,0.00534863444045186,0.0018072426319122314,0.0013872560812160373,0.0013859558384865522,0.0007634530775249004,0.0016674381913617253,0.005042322911322117,0.0046828072518110275,-0.0028623708058148623,-0.0023578046821057796,-0.0023194816894829273,-0.0025028556119650602,-2.2709369659423828e-05,-2.5806871739928687,0.994780728206023,20.0
36,-2.656026435066785,-3.651910451538748,0.995884038004216,0.09243311545803136,-43.992400838195614,0.005208829417824745,0.00534863444045186,0.001877309288829565,0.0014573228545486927,0.0014560226118192077,0.0008335198508575559,0.001737504848279059,0.005042322911322117,0.0046828072518110275,-0.0037840462755411863,-0.00327947991900146,-0.0032411569263786077,-0.0034245310816913843,-0.0009443846647627652,-3.4179020651081933,0.9996310393739224,20.0
37,-2.7258270470092802,-3.8689630698002913,1.143136041315966,0.09217970632580527,-43.43562344224855,0.005208829417824745,0.00534863444045186,0.001855992479249835,0.0014360059285536408,0.0014347058022394776,0.0008122029830701649,0.001716187922284007,0.005042322911322117,0.0046828072518110275,-0.0019056655000895262,-0.0014010994927957654,-0.0013627762673422694,-0.0015461503062397242,0.0009339958778582513,-1.7457600635938844,0.9589519829185849,20.0
38,-2.993719392058587,-4.240842594989735,1.247123212013187,0.09357187927791738,-44.67184333531816,0.005208829417824745,0.00534863444045186,0.0019324243767187,0.001512437709607184,0.0015111375832930207,0.000888634764123708,0.001792619819752872,0.005042322911322117,0.0046828072518110275,-0.004103607498109341,-0.0035990416072309017,-0.0035607186146080494,-0.003744092769920826,-0.001263946294784546,-3.8458031040740264,0.9999235193432336,20.0
39,-3.580969309109131,-4.609510980148007,1.028541712780172,0.09370801756468598,-45.568815722114266,0.005208829417824745,0.00534863444045186,0.002120130928233266,0.0017001443775370717,0.0016988442512229085,0.0010763413738459349,0.0019803266040980816,0.005042322911322117,0.0046828072518110275,-0.0037827533669769764,-0.003278187243267894,-0.003239864017814398,-0.0034232379402965307,-0.0009430918726138771,-3.431659525641595,0.9996484432331537,20.0
40,-3.996700040026221,-4.965621287117813,0.9689212457683806,0.09332525303848577,-46.21965174285242,0.005208829417824745,0.00534863444045186,0.0023062299005687237,0.0018862432334572077,0.0018849431071430445,0.0012624403461813927,0.002166425110772252,0.005042322911322117,0.0046828072518110275,-0.0028346723411232233,-0.0023301064502447844,-0.0022917832247912884,-0.0024751571472734213,4.989004992239643e-06,-2.5521116109755377,0.9943448684237455,20.0
41,-3.938857059305539,-5.336687167886528,1.3978301099041996,0.09238228355238344,-45.99104938834274,0.005208829417824745,0.00534863444045186,0.002316057914867997,0.0018960714805871248,0.0018947712378576398,0.001272268476895988,0.002176253590732813,0.005042322911322117,0.0046828072518110275,-0.0032731089740991592,-0.0027685430832207203,-0.0027302198577672243,-0.0029135937802493572,-0.0004334476252552122,-3.037385949473626,0.9986788386214384,20.0
42,-4.730833574212283,-5.873055092381421,1.1422215398517555,0.09538449722931436,-47.000541860232076,0.005208829417824745,0.00534863444045186,0.0023181666620075703,0.0018981799948960543,0.001896879868581891,0.0012743771076202393,0.0021783621050417423,0.005042322911322117,0.0046828072518110275,-0.003071945859119296,-0.0025673797354102135,-0.0025290565099567175,-0.0027124304324388504,-0.0002322843502042815,-2.742315791284612,0.9967263470468494,20.0
43,-5.45883713865617,-6.343179445815255,0.8843423048133927,0.09527609757440002,-47.987090190652644,0.005208829417824745,0.00534863444045186,0.002421244978904724,0.002001258311793208,0.001999958185479045,0.001377455540932715,0.00228144065476954,0.005042322911322117,0.0046828072518110275,-0.0033301899675279856,-0.002825623843818903,-0.002787300618365407,-0.00297067454084754,-0.0004905284149572253,-2.9856534011233116,0.998442951932048,20.0
44,-6.079982595414855,-7.100501414625243,1.020518831359871,0.0960856695649121,-48.932415424273785,0.005208829417824745,0.00534863444045186,0.002465252997353673,0.002045266330242157,0.0020439664367586374,0.001421463442966342,0.002325448440387845,0.005042322911322117,0.0046828072518110275,-0.0031223695259541273,-0.0026178036350756884,-0.0025794804096221924,-0.0027628543321043253,-0.0002827082062140107,-2.7813373802144326,0.9970845048867624,20.0
45,-6.635693213292496,-7.803533452069603,1.1678402464757893,0.09613212443865633,-49.3749460745772,0.005208829417824745,0.00534863444045186,0.0024605512153357267,0.0020405645482242107,0.0020392644219100475,0.0014167616609483957,0.002320746658369899,0.005042322911322117,0.0046828072518110275,-0.002556851599365473,-0.00205228547565639,-0.002013962250202894,-0.002197336172685027,0.0002828098658937961,-2.356240547246076,0.9903785813729057,20.0
46,-6.5912037872522315,-8.29081680651991,1.699613089999325,0.09601295210127873,-49.70724814498701,0.005208829417824745,0.00534863444045186,0.002535666339099407,0.002115679904818535,0.002114379545673728,0.0014918766682967544,0.0023958617821335793,0.005042322911322117,0.0046828072518110275,-0.0028446924407035112,-0.0023401263169944286,-0.0023018033243715763,-0.0024851772468537092,-5.031064574723132e-06,-2.8167454752900913,0.9973783341774006,20.0
47,-6.724696778625581,-8.885082650978559,2.160385794884983,0.09515662639430986,-49.96170632509603,0.005208829417824745,0.00534863444045186,0.0023216381669044495,0.0019016513833776116,0.0019003512570634484,0.0012778484961017966,0.0021818336099386215,0.005042322911322117,0.0046828072518110275,-0.0026765880174934864,-0.002172021893784404,-0.002133698668330908,-0.0023170725908130407,0.0001630735059734434,-2.540973464598943,0.994166358509843,20.0
48,-7.233185155119833,-9.258604809927531,2.0254197103825637,0.09490349600100974,-50.23948321453137,0.005208829417824745,0.00534863444045186,0.0023829499259591103,0.0019629632588475943,0.001961663132533431,0.0013391603715717793,0.0022431453689932823,0.005042322911322117,0.0046828072518110275,-0.003116634674370289,-0.0026120685506612062,-0.0025737453252077103,-0.002757119247689843,-0.0002769731800071895,-2.9601572930150826,0.9983130091044471,20.0
49,-7.187496733833875,-9.58865481741373,2.401158091037954,0.09546453209535626,-50.37172709752765,0.005208829417824745,0.00534863444045186,0.0023438120260834694,0.0019238252425566316,0.0019225251162424684,0.0013000222388654947,0.002204007236286998,0.005042322911322117,0.0046828072518110275,-0.0036106242332607508,-0.003106058109551668,-0.003067734884098172,-0.003251108806580305,-0.0007709627388976514,-3.310210309432204,0.9994642635141163,20.0
50,-7.741891491906313,-10.204239835652526,2.4623482999599546,0.09619416105518669,-50.26008944699069,0.005208829417824745,0.00534863444045186,0.0016403748886659741,0.0012203882215544581,0.001219088095240295,0.0005965852760709822,0.0015005703317001462,0.005042322911322117,0.0046828072518110275,-0.004409800283610821,-0.003905234159901738,-0.003866910934448242,-0.0040502846240997314,-0.0015701387310400605,-4.771990337441237,0.9999984379696814,20.0
51,-7.993148769066866,-10.381641563084484,2.3884928203615483,0.09582277733219861,-50.866321020963575,0.005208829417824745,0.00534863444045186,0.001660045818425715,0.0012400592677295208,0.0012387590250000358,0.000616256264038384,0.001520241261459887,0.005042322911322117,0.0046828072518110275,-0.003208099864423275,-0.0027035337407141924,-0.00266521074809134,-0.002848584670573473,-0.00036843842826783657,-3.0323872182974267,0.9986575704713935,20.0
52,-8.289176274019582,-10.901771364491113,2.612595011680326,0.09619463499782063,-51.07687050350739,0.005208829417824745,0.00534863444045186,0.0024338006041944027,0.0020138139370828867,0.0020125138107687235,0.0013900111662223935,0.0022939962800592184,0.005042322911322117,0.0046828072518110275,-0.0030045462772250175,-0.0024999803863465786,-0.0024616571608930826,-0.0026450310833752155,-0.00016488495748490095,-2.7737510971422306,0.9970177903869267,20.0
53,-8.607579390047537,-11.657169564340478,3.049590199794827,0.09654880006817347,-51.92206100787212,0.005208829417824745,0.00534863444045186,0.0024484042078256607,0.0020284175407141447,0.0020271174143999815,0.0014046145370230079,0.0023085996508598328,0.005042322911322117,0.0046828072518110275,-0.0033563589677214622,-0.0028517928440123796,-0.0028134698513895273,-0.0029968437738716602,-0.0005166975315660238,-3.0082036185265135,0.9985501610959673,20.0
54,-9.03537854946225,-11.883717675502558,2.848339188110937,0.09662314546487165,-52.0943746364682,0.005208829417824745,0.00534863444045186,0.002455028472468257,0.002035041805356741,0.0020337416790425777,0.0014112388016656041,0.002315223915502429,0.005042322911322117,0.0046828072518110275,-0.0033582316245883703,-0.0028536657337099314,-0.0028153425082564354,-0.0029987164307385683,-0.0005185702466405928,-2.982980965186915,0.99842977569174,20.0
55,-8.734472817537402,-12.56307536971076,3.8286025911479378,0.09579282337433154,-51.99035776563658,0.005208829417824745,0.00534863444045186,0.0024336434435099363,0.0020136565435677767,0.0020123564172536135,0.0013898537727072835,0.0022938388865441084,0.005042322911322117,0.0046828072518110275,-0.0033578844740986824,-0.0028533183503896,-0.002814995124936104,-0.0029983690474182367,-0.0005182229797355831,-2.9823429135676562,0.9984266147418585,20.0
